
   WARN  Unable to respect the `PHP_CLI_SERVER_WORKERS` environment variable without the `--no-reload` flag. Only creating a single server.

   INFO  Server running on [http://127.0.0.1:8000].

  Press Ctrl+C to stop the server
  2026-07-13 11:15:19 /build/assets/dropdown-menu-CIHgZawd.js ...... ~ 0.33ms
  2026-07-13 11:15:19 /build/assets/truck-CXUDU0Og.js .............. ~ 0.41ms
  2026-07-13 11:15:20 /booking ..................................... ~ 0.10ms
  2026-07-13 11:15:20 /build/assets/app-Df1GZsGB.css ............... ~ 0.04ms
  2026-07-13 11:15:20 /images/techpickly-transparent-logo.png ...... ~ 0.03ms
  2026-07-13 11:15:21 /api/search-categories ....................... ~ 0.12ms
  2026-07-13 11:15:21 /api/search-districts ........................ ~ 0.43ms
  2026-07-13 11:15:22 /api/search-categories ....................... ~ 0.12ms
  2026-07-13 11:16:47 /login ....................................... ~ 0.11ms
  2026-07-13 11:16:47 /build/assets/app-Df1GZsGB.css ............... ~ 0.03ms
  2026-07-13 11:16:47 /build/assets/login-gVEWpINs.js .............. ~ 0.06ms
  2026-07-13 11:16:47 /build/assets/input-error-ClIc-_W6.js ........ ~ 0.17ms
  2026-07-13 11:16:47 /build/assets/app-3a-l-npF.js ................ ~ 0.28ms
  2026-07-13 11:16:47 /build/assets/text-link-Cn9vO3VV.js .......... ~ 0.40ms
  2026-07-13 11:16:47 /build/assets/button-C2MnCys5.js ............. ~ 0.51ms
  2026-07-13 11:16:47 /build/assets/checkbox-CjyoEogs.js ........... ~ 0.68ms
  2026-07-13 11:16:47 /build/assets/input-DFQW7ILG.js .............. ~ 0.12ms
  2026-07-13 11:16:47 /build/assets/label-_0bYYBSG.js .............. ~ 0.25ms
  2026-07-13 11:16:47 /build/assets/auth-layout-D3pL1JCK.js ........ ~ 0.36ms
  2026-07-13 11:16:47 /build/assets/loader-circle-CW_-8z_O.js ...... ~ 0.48ms
  2026-07-13 11:16:47 /build/assets/index-DmQr09XR.js .............. ~ 0.57ms
  2026-07-13 11:16:47 /build/assets/index-BtHCLbfV.js .............. ~ 0.37ms
  2026-07-13 11:16:47 /build/assets/index-Dsmb4WyM.js .............. ~ 0.50ms
  2026-07-13 11:16:47 /build/assets/index-BHWebBNU.js .............. ~ 0.33ms
  2026-07-13 11:16:47 /build/assets/app-Df1GZsGB.css ............... ~ 0.13ms
  2026-07-13 11:16:47 /logo.svg .................................... ~ 0.03ms
  2026-07-13 11:16:47 /_boost/browser-logs ......................... ~ 0.02ms
  2026-07-13 11:16:49 /_boost/browser-logs ......................... ~ 0.10ms
  2026-07-13 11:16:50 /_boost/browser-logs ......................... ~ 0.15ms
  2026-07-13 11:16:50 /login ....................................... ~ 0.12ms
  2026-07-13 11:16:51 /_boost/browser-logs ......................... ~ 0.03ms
  2026-07-13 11:16:51 /dashboard ................................. ~ 500.68ms
  2026-07-13 11:16:51 /build/assets/dashboard-k3M8JNNI.js .......... ~ 0.11ms
  2026-07-13 11:16:51 /build/assets/badge-DdtTj_v8.js .............. ~ 0.28ms
  2026-07-13 11:16:51 /build/assets/app-layout-B0KH4Id0.js ......... ~ 0.43ms
  2026-07-13 11:16:51 /build/assets/index-s1VyVOqz.js .............. ~ 0.53ms
  2026-07-13 11:16:51 /build/assets/index-DF4DEjB3.js .............. ~ 0.66ms
  2026-07-13 11:16:51 /build/assets/Combination-BmH5zaPy.js ........ ~ 0.79ms
  2026-07-13 11:16:51 /build/assets/index-B7elZI6B.js .............. ~ 0.06ms
  2026-07-13 11:16:51 /build/assets/index-CA0bjxDv.js .............. ~ 0.19ms
  2026-07-13 11:16:51 /build/assets/dropdown-menu-CIHgZawd.js ...... ~ 0.36ms
  2026-07-13 11:16:51 /build/assets/truck-CXUDU0Og.js .............. ~ 0.45ms
  2026-07-13 11:16:52 /booking ..................................... ~ 0.09ms
  2026-07-13 11:16:52 /build/assets/app-Df1GZsGB.css ............... ~ 0.04ms
  2026-07-13 11:16:52 /images/techpickly-transparent-logo.png ...... ~ 0.18ms
  2026-07-13 11:16:53 /api/search-categories ....................... ~ 0.10ms
  2026-07-13 11:16:53 /api/search-districts ........................ ~ 0.03ms
  2026-07-13 11:16:54 /api/search-categories ....................... ~ 0.09ms
  2026-07-13 11:16:55 /api/search-categories ....................... ~ 0.13ms
  2026-07-13 11:16:58 /api/search-categories ....................... ~ 0.09ms
  2026-07-13 11:16:59 /api/search-categories ....................... ~ 0.09ms
  2026-07-13 11:36:04 /login ..................................... ~ 514.13ms
